codecommune,n_cantons,has_missing_canton,canton_list,canton_primary_audit,is_multi_canton,canton
57485,1,FALSE,5706,5706,FALSE,5706
57486,1,FALSE,5707,5707,FALSE,5707
57487,1,FALSE,5737,5737,FALSE,5737
57488,1,FALSE,5725,5725,FALSE,5725
57489,1,FALSE,5702,5702,FALSE,5702
57490,1,FALSE,5734,5734,FALSE,5734
57491,1,FALSE,5722,5722,FALSE,5722
57492,1,FALSE,5722,5722,FALSE,5722
57493,1,FALSE,5708,5708,FALSE,5708
57494,1,FALSE,5701,5701,FALSE,5701
57495,1,FALSE,5703,5703,FALSE,5703
57496,1,FALSE,5701,5701,FALSE,5701
57497,1,FALSE,5728,5728,FALSE,5728
57498,1,FALSE,5744,5744,FALSE,5744
57499,1,FALSE,5750,5750,FALSE,5750
57500,1,FALSE,5716,5716,FALSE,5716
57501,1,FALSE,5701,5701,FALSE,5701
57502,1,FALSE,5704,5704,FALSE,5704
57503,0,TRUE,NA,NA,FALSE,missing_canton_57503
57504,1,FALSE,5716,5716,FALSE,5716
57505,1,FALSE,5729,5729,FALSE,5729
57506,1,FALSE,5710,5710,FALSE,5710
57507,1,FALSE,5703,5703,FALSE,5703
57508,1,FALSE,5744,5744,FALSE,5744
57509,1,FALSE,5716,5716,FALSE,5716
57510,1,FALSE,5735,5735,FALSE,5735
57511,1,FALSE,5748,5748,FALSE,5748
57512,1,FALSE,5735,5735,FALSE,5735
57513,1,FALSE,5736,5736,FALSE,5736
57514,1,FALSE,5747,5747,FALSE,5747
57515,1,FALSE,5713,5713,FALSE,5713
57516,1,FALSE,5704,5704,FALSE,5704
57517,1,FALSE,5736,5736,FALSE,5736
57518,1,FALSE,5710,5710,FALSE,5710
57519,1,FALSE,5703,5703,FALSE,5703
57520,1,FALSE,5706,5706,FALSE,5706
57521,1,FALSE,5747,5747,FALSE,5747
57522,0,TRUE,NA,NA,FALSE,missing_canton_57522
57523,1,FALSE,5723,5723,FALSE,5723
57524,1,FALSE,5734,5734,FALSE,5734
57525,1,FALSE,5707,5707,FALSE,5707
57526,1,FALSE,5736,5736,FALSE,5736
57527,1,FALSE,5733,5733,FALSE,5733
57528,1,FALSE,5707,5707,FALSE,5707
57529,1,FALSE,5711,5711,FALSE,5711
57530,1,FALSE,5703,5703,FALSE,5703
57531,1,FALSE,5721,5721,FALSE,5721
57532,1,FALSE,5733,5733,FALSE,5733
57533,1,FALSE,5723,5723,FALSE,5723
57534,1,FALSE,5733,5733,FALSE,5733
57535,1,FALSE,5726,5726,FALSE,5726
57536,1,FALSE,5714,5714,FALSE,5714
57537,1,FALSE,5751,5751,FALSE,5751
57538,1,FALSE,5706,5706,FALSE,5706
57539,1,FALSE,5706,5706,FALSE,5706
57540,1,FALSE,5724,5724,FALSE,5724
57541,1,FALSE,5702,5702,FALSE,5702
57542,1,FALSE,5703,5703,FALSE,5703
57543,1,FALSE,5748,5748,FALSE,5748
57544,1,FALSE,5729,5729,FALSE,5729
57545,1,FALSE,5737,5737,FALSE,5737
57546,1,FALSE,5748,5748,FALSE,5748
57547,1,FALSE,5733,5733,FALSE,5733
57548,1,FALSE,5733,5733,FALSE,5733
57549,1,FALSE,5709,5709,FALSE,5709
57550,1,FALSE,5727,5727,FALSE,5727
57551,1,FALSE,5710,5710,FALSE,5710
57552,1,FALSE,5733,5733,FALSE,5733
57553,1,FALSE,5733,5733,FALSE,5733
57554,1,FALSE,5733,5733,FALSE,5733
57555,1,FALSE,5707,5707,FALSE,5707
57556,1,FALSE,5728,5728,FALSE,5728
57557,1,FALSE,5705,5705,FALSE,5705
57558,1,FALSE,5706,5706,FALSE,5706
57559,1,FALSE,5707,5707,FALSE,5707
57560,1,FALSE,5714,5714,FALSE,5714
57561,1,FALSE,5726,5726,FALSE,5726
57562,1,FALSE,5715,5715,FALSE,5715
57563,1,FALSE,5723,5723,FALSE,5723
57564,1,FALSE,5725,5725,FALSE,5725
57565,1,FALSE,5711,5711,FALSE,5711
57566,1,FALSE,5729,5729,FALSE,5729
57567,1,FALSE,5704,5704,FALSE,5704
57568,1,FALSE,5750,5750,FALSE,5750
57569,1,FALSE,5731,5731,FALSE,5731
57570,1,FALSE,5704,5704,FALSE,5704
57571,1,FALSE,5728,5728,FALSE,5728
57572,1,FALSE,5723,5723,FALSE,5723
57573,1,FALSE,5701,5701,FALSE,5701
57574,1,FALSE,5705,5705,FALSE,5705
57575,1,FALSE,5723,5723,FALSE,5723
57576,1,FALSE,5731,5731,FALSE,5731
57577,1,FALSE,5702,5702,FALSE,5702
57578,1,FALSE,5713,5713,FALSE,5713
57579,1,FALSE,5729,5729,FALSE,5729
57580,1,FALSE,5706,5706,FALSE,5706
57581,1,FALSE,5728,5728,FALSE,5728
57582,1,FALSE,5745,5745,FALSE,5745
57583,1,FALSE,5725,5725,FALSE,5725
57584,1,FALSE,5736,5736,FALSE,5736
57585,1,FALSE,5731,5731,FALSE,5731
57586,1,FALSE,5711,5711,FALSE,5711
57587,1,FALSE,5701,5701,FALSE,5701
57588,1,FALSE,5705,5705,FALSE,5705
57589,1,FALSE,5726,5726,FALSE,5726
57590,1,FALSE,5736,5736,FALSE,5736
57591,1,FALSE,5742,5742,FALSE,5742
57592,1,FALSE,5710,5710,FALSE,5710
57593,1,FALSE,5748,5748,FALSE,5748
57594,1,FALSE,5702,5702,FALSE,5702
57595,1,FALSE,5708,5708,FALSE,5708
57596,1,FALSE,5747,5747,FALSE,5747
57597,1,FALSE,5722,5722,FALSE,5722
57598,1,FALSE,5750,5750,FALSE,5750
57599,1,FALSE,5703,5703,FALSE,5703
57600,1,FALSE,5705,5705,FALSE,5705
57601,1,FALSE,5713,5713,FALSE,5713
57602,1,FALSE,5721,5721,FALSE,5721
57603,1,FALSE,5711,5711,FALSE,5711
57604,1,FALSE,5731,5731,FALSE,5731
57605,1,FALSE,5733,5733,FALSE,5733
57606,3,FALSE,5727|5749|5796,5727,TRUE,split_57606
57607,1,FALSE,5735,5735,FALSE,5735
57608,0,TRUE,NA,NA,FALSE,missing_canton_57608
57609,1,FALSE,5707,5707,FALSE,5707
57610,1,FALSE,5704,5704,FALSE,5704
57611,1,FALSE,5725,5725,FALSE,5725
57612,1,FALSE,5735,5735,FALSE,5735
57613,1,FALSE,5710,5710,FALSE,5710
57614,1,FALSE,5724,5724,FALSE,5724
57615,1,FALSE,5728,5728,FALSE,5728
57616,1,FALSE,5720,5720,FALSE,5720
57617,1,FALSE,5733,5733,FALSE,5733
57618,1,FALSE,5724,5724,FALSE,5724
57619,1,FALSE,5702,5702,FALSE,5702
57620,1,FALSE,5748,5748,FALSE,5748
57621,1,FALSE,5708,5708,FALSE,5708
57622,1,FALSE,5748,5748,FALSE,5748
57623,1,FALSE,5716,5716,FALSE,5716
57624,1,FALSE,5713,5713,FALSE,5713
57625,1,FALSE,5706,5706,FALSE,5706
57626,1,FALSE,5735,5735,FALSE,5735
57627,1,FALSE,5723,5723,FALSE,5723
57628,1,FALSE,5728,5728,FALSE,5728
57629,1,FALSE,5710,5710,FALSE,5710
57630,1,FALSE,5729,5729,FALSE,5729
57631,1,FALSE,5730,5730,FALSE,5730
57632,0,TRUE,NA,NA,FALSE,missing_canton_57632
57633,1,FALSE,5750,5750,FALSE,5750
57634,1,FALSE,5748,5748,FALSE,5748
57635,1,FALSE,5710,5710,FALSE,5710
57636,1,FALSE,5726,5726,FALSE,5726
57637,1,FALSE,5729,5729,FALSE,5729
57638,1,FALSE,5751,5751,FALSE,5751
