"...1","codecommune","reg","dep","nom","educNoDiplomaPerK1968","educNoDiplomaPerK1975","educNoDiplomaPerK1982","educNoDiplomaPerK1990","educNoDiplomaPerK1999","educNoDiplomaPerK2009","educNoDiplomaPerK2020","educCEPPerK1968","educCEPPerK1975","educCEPPerK1982","educCEPPerK1990","educCEPPerK1999","educCEPPerK2009","educCEPPerK2020","educBEPCPerK1968","educBEPCPerK1975","educBEPCPerK1982","educBEPCPerK1990","educBEPCPerK1999","educBEPCPerK2009","educBEPCPerK2020","educCAPBEPPerK1968","educCAPBEPPerK1975","educCAPBEPPerK1982","educCAPBEPPerK1990","educCAPBEPPerK1999","educCAPBEPPerK2009","educCAPBEPPerK2020","educBACPerK1968","educBACPerK1975","educBACPerK1982","educBACPerK1990","educBACPerK1999","educBACPerK2009","educBACPerK2020","educSUPPerK1968","educSUPPerK1975","educSUPPerK1982","educSUPPerK1990","educSUPPerK1999","educSUPPerK2009","educSUPPerK2020",".audit_education_name_key","zrr_nom",".audit_zrr_name_key",".audit_name_matches_zrr",".audit_row_id",".audit_nonzero_coverage",".audit_observed_coverage",".audit_selected"
669,"59285",32,"59","Escaufourt",0.0244814688881333,0,0,0,0,0,0,0.0176810608636518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272016320979259,0,0,0,0,0,0,0.00408024481468888,0,0,0,0,0,0,0,0,0,0,0,0,0,"escaufourt","Haspres","haspres",0,670,3,28,FALSE
724,"51344",32,"51","Gernicourt",0.025830258302583,0.00749063670411985,0.0105820105820106,0,0.00789473684210526,0.00295719844357977,0,0.003690036900369,0.00749063670411985,0.00264550264550264,0.00957510472770796,0.00526315789473684,0,0,0,0,0.00264550264550264,0,0.00526315789473684,0,0,0,0,0.00264550264550264,0.011968880909635,0.0131578947368421,0.0118287937743191,0,0.00738007380073801,0.00374531835205993,0.00793650793650794,0,0,0,0,0,0.00374531835205993,0.00264550264550264,0.00478755236385398,0,0.0118287937743191,0,"gernicourt","Mardeuil","mardeuil",0,725,16,28,FALSE
4770,"50507",28,"50","Pleines Oeuvres",0.245059288537549,0,0,0,0,0,0,0.0790513833992095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790513833992095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pleinesoeuvres","Saint-Marcouf","saintmarcouf",0,4771,2,28,FALSE
4775,"50513",28,"50","Pont-Farcy",0.838951310861423,1.30165289256198,1.03626943005181,1.06280193236715,0.679611650485437,0.59047619047619,0,0.314606741573034,0.516528925619835,0.373056994818653,0.309178743961353,0.388349514563107,0.266666666666667,0,0.0149812734082397,0.0413223140495868,0.0207253886010363,0.0772946859903382,0.135922330097087,0,0,0.0299625468164794,0.165289256198347,0.310880829015544,0.463768115942029,0.485436893203884,0.457142857142857,0,0.0449438202247191,0,0.145077720207254,0.0579710144927536,0.135922330097087,0.20952380952381,0,0.0149812734082397,0.0826446280991736,0.145077720207254,0.0772946859903382,0.0776699029126214,0.228571428571429,0,"pontfarcy","Saint-Martin-de-Cenilly","saintmartindecenilly",0,4776,23,28,FALSE
6585,"2A001",94,"2A","Afa",0.36036036036036,0.296662546353523,0,0,0,0,0,0.0900900900900901,0.123609394313968,0,0,0,0,0,0,0.0494437577255871,0,0,0,0,0,0.03003003003003,0.0494437577255871,0,0,0,0,0,0,0.0247218788627936,0,0,0,0,0,0,0,0,0,0,0,0,"afa","Afa","afa",1,6586,5,28,FALSE
6586,"2B002",94,"2B","Aghione",0.983606557377049,0.445682451253482,0,0,0,0,0,0,0.11142061281337,0,0,0,0,0,0,0.0557103064066852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aghione","Aghione","aghione",1,6587,2,28,FALSE
6587,"2B003",94,"2B","Aiti",0,0.975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48780487804878,0,0,0,0,0,0,0,0,0,0,0,0,"aiti","Aiti","aiti",1,6588,2,28,FALSE
6588,"2A004",94,"2A","Ajaccio",0.216621878482008,0.295368222916877,0,0,0,0,0,0.0950383430556466,0.0988202077241101,0,0,0,0,0,0.0422756767385462,0.0539477664616315,0,0,0,0,0,0.0222848528544275,0.0414271789183557,0,0,0,0,0,0.0291669397653536,0.0518469967396054,0,0,0,0,0,0.0111424264272137,0.0362172700077308,0,0,0,0,0,"ajaccio","Ajaccio","ajaccio",1,6589,8,28,FALSE
6589,"2B005",94,"2B","Alando",0.298507462686567,0,0,0,0,0,0,1.49253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"alando","Alando","alando",1,6590,1,28,FALSE
6590,"2A006",94,"2A","Alata",0.173611111111111,0.10948905109489,0,0,0,0,0,0.104166666666667,0.0364963503649635,0,0,0,0,0,0,0.0364963503649635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364963503649635,0,0,0,0,0,0,0,0,0,0,0,0,"alata","Alata","alata",1,6591,3,28,FALSE
6591,"2B007",94,"2B","Albertacce",1.18126272912424,1.08932461873638,0,0,0,0,0,0.285132382892057,0.0871459694989107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"albertacce","Albertacce","albertacce",1,6592,2,28,FALSE
6592,"2A008",94,"2A","Albitreccia",0.172413793103448,0.0583090379008746,0,0,0,0,0,0.402298850574713,0.349854227405248,0,0,0,0,0,0.172413793103448,0.174927113702624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583090379008746,0,0,0,0,0,0,0,0,0,0,0,0,"albitreccia","Albitreccia","albitreccia",1,6593,3,28,FALSE
6593,"2B009",94,"2B","Aleria",0.428741564112743,0.457974137931034,0,0,0,0,0,0.055577610162763,0.021551724137931,0,0,0,0,0,0.0317586343787217,0.0269396551724138,0,0,0,0,0,0.00793965859468043,0,0,0,0,0,0,0.00793965859468043,0.00538793103448276,0,0,0,0,0,0.00793965859468043,0.021551724137931,0,0,0,0,0,"aleria","Aléria","aleria",1,6594,7,28,FALSE
6594,"2B010",94,"2B","Algajola",0.470588235294118,0.262008733624454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"algajola","Algajola","algajola",1,6595,2,28,FALSE
6595,"2A011",94,"2A","Altagene",0.224719101123595,0.294117647058823,0,0,0,0,0,0,0.294117647058823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"altagene","Altagène","altagene",1,6596,2,28,FALSE
6596,"2B012",94,"2B","Altiani",0.36144578313253,0.864197530864197,0,0,0,0,0,0.843373493975904,0.246913580246914,0,0,0,0,0,0,0.123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"altiani","Altiani","altiani",1,6597,2,28,FALSE
6597,"2B013",94,"2B","Alzi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"alzi","Alzi","alzi",1,6598,0,28,FALSE
6598,"2A014",94,"2A","Ambiegna",0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,"ambiegna","Ambiegna","ambiegna",1,6599,1,28,FALSE
6599,"2B015",94,"2B","Ampriani",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ampriani","Ampriani","ampriani",1,6600,0,28,FALSE
6600,"2B016",94,"2B","Antisanti",0.71875,0.320232896652111,0,0,0,0,0,0.09375,0.174672489082969,0,0,0,0,0,0.0625,0.0291120815138282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291120815138282,0,0,0,0,0,0,0,0,0,0,0,0,"antisanti","Antisanti","antisanti",1,6601,3,28,FALSE
6601,"2A017",94,"2A","Appietto",0.267857142857143,0.763358778625954,0,0,0,0,0,0.223214285714286,0.0508905852417303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508905852417303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"appietto","Appietto","appietto",1,6602,3,28,FALSE
6602,"2A018",94,"2A","Arbellara",0.350877192982456,0.21505376344086,0,0,0,0,0,0.175438596491228,0,0,0,0,0,0,0,0.10752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"arbellara","Arbellara","arbellara",1,6603,2,28,FALSE
6603,"2A019",94,"2A","Arbori",0.101522842639594,0.540540540540541,0,0,0,0,0,0.304568527918782,0.405405405405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135135135135135,0,0,0,0,0,0.101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,"arbori","Arbori","arbori",1,6604,4,28,FALSE
6604,"2B020",94,"2B","Aregno",0.422832980972516,0.253565768621236,0,0,0,0,0,0.126849894291755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422832980972516,0,0,0,0,0,0,0,0,0,0,0,0,0,"aregno","Aregno","aregno",1,6605,3,28,FALSE
6605,"2A021",94,"2A","Argiusta-Moriccio",0.416666666666667,0.12987012987013,0,0,0,0,0,0.416666666666667,0.12987012987013,0,0,0,0,0,0.208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"argiustamoriccio","Argiusta-Moriccio","argiustamoriccio",1,6606,2,28,FALSE
6606,"2A022",94,"2A","Arro",0.451127819548872,0.384615384615385,0,0,0,0,0,0,0.192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"arro","Arro","arro",1,6607,2,28,FALSE
6607,"2B023",94,"2B","Asco",0.888888888888889,0.636363636363636,0,0,0,0,0,0.0740740740740741,0,0,0,0,0,0,0.0740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"asco","Asco","asco",1,6608,2,28,FALSE
6608,"2A024",94,"2A","Aullene",0.270880361173815,0.805369127516778,0,0,0,0,0,0.316027088036117,0.0671140939597315,0,0,0,0,0,0,0.201342281879195,0,0,0,0,0,0,0.134228187919463,0,0,0,0,0,0,0.201342281879195,0,0,0,0,0,0,0,0,0,0,0,0,"aullene","Aullène","aullene",1,6609,4,28,FALSE
6609,"2B025",94,"2B","Avapessa",0.625,0,0,0,0,0,0,0.416666666666667,0,0,0,0,0,0,0.208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"avapessa","Avapessa","avapessa",1,6610,1,28,FALSE
6610,"2A026",94,"2A","Azilone-Ampaza",0.08,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0.08,0.256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128205128205128,0,0,0,0,0,"aziloneampaza","Azilone-Ampaza","aziloneampaza",1,6611,2,28,FALSE
6611,"2A027",94,"2A","Azzana",0.0738007380073801,0.220994475138122,0,0,0,0,0,0.29520295202952,0.110497237569061,0,0,0,0,0,0,0.110497237569061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"azzana","Azzana","azzana",1,6612,2,28,FALSE
6612,"2A028",94,"2A","Balogna",0.278745644599303,0.588235294117647,0,0,0,0,0,0,0.168067226890756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840336134453782,0,0,0,0,0,0,0.0840336134453782,0,0,0,0,0,0,0,0,0,0,0,0,"balogna","Balogna","balogna",1,6613,4,28,FALSE
6613,"2B029",94,"2B","Barbaggio",0.416666666666667,0.618556701030928,0,0,0,0,0,0,0.206185567010309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206185567010309,0,0,0,0,0,"barbaggio","Barbaggio","barbaggio",1,6614,3,28,FALSE
6614,"2B030",94,"2B","Barrettali",0.19672131147541,0.502092050209205,0,0,0,0,0,0.327868852459016,0,0,0,0,0,0,0,0.251046025104602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167364016736402,0,0,0,0,0,0,0,0,0,0,0,0,"barrettali","Barrettali","barrettali",1,6615,3,28,FALSE
6615,"2A031",94,"2A","Bastelica",0.202391904323827,0.12987012987013,0,0,0,0,0,0.147194112235511,0.844155844155844,0,0,0,0,0,0.0367985280588776,0.194805194805195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432900432900433,0,0,0,0,0,0,0.0216450216450216,0,0,0,0,0,"bastelica","Bastelica","bastelica",1,6616,4,28,FALSE
6616,"2A032",94,"2A","Bastelicaccia",0.56672760511883,0.315985130111524,0,0,0,0,0,0.0548446069469835,0.0185873605947955,0,0,0,0,0,0,0.0371747211895911,0,0,0,0,0,0,0.0557620817843866,0,0,0,0,0,0.0548446069469835,0.0185873605947955,0,0,0,0,0,0,0.0371747211895911,0,0,0,0,0,"bastelicaccia","Bastelicaccia","bastelicaccia",1,6617,6,28,FALSE
6617,"2B033",94,"2B","Bastia",0.290480017248476,0.252700372152128,0,0,0,0,0,0.0870264019286932,0.131433239538894,0,0,0,0,0,0.0403771144083577,0.0522828356176818,0,0,0,0,0,0.0148964111409475,0.0275937187982209,0,0,0,0,0,0.026656735725906,0.0406644277026414,0,0,0,0,0,0.0117603245849585,0.0243260415721158,0,0,0,0,0,"bastia","Bastia","bastia",1,6618,8,28,FALSE
6618,"2B034",94,"2B","Belgodere",0.480274442538594,0.423728813559322,0,0,0,0,0,0.0686106346483705,0.0423728813559322,0,0,0,0,0,0,0.0847457627118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423728813559322,0,0,0,0,0,0.0343053173241852,0,0,0,0,0,0,"belgodere","Belgodère","belgodere",1,6619,4,28,FALSE
6619,"2A035",94,"2A","Belvedere-Campomoro",0.793650793650794,0.606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"belvederecampomoro","Belvédère-Campomoro","belvederecampomoro",1,6620,3,28,FALSE
6620,"2B036",94,"2B","Bigorno",0.261437908496732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18018018018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18018018018018,0,0,0,0,0,0,0,0,0,0,0,0,"bigorno","Bigorno","bigorno",1,6621,2,28,FALSE
6621,"2B037",94,"2B","Biguglia",0.469798657718121,0.264783759929391,0,0,0,0,0,0.0838926174496644,0.088261253309797,0,0,0,0,0,0,0.0529567519858782,0,0,0,0,0,0.0167785234899329,0.0264783759929391,0,0,0,0,0,0.0167785234899329,0.0088261253309797,0,0,0,0,0,0,0.0088261253309797,0,0,0,0,0,"biguglia","Biguglia","biguglia",1,6622,7,28,FALSE
6622,"2A038",94,"2A","Bilia",0.246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bilia","Bilia","bilia",1,6623,1,28,FALSE
6623,"2B039",94,"2B","Bisinchi",0.273224043715847,0.146520146520146,0,0,0,0,0,0.0546448087431694,0.146520146520146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bisinchi","Bisinchi","bisinchi",1,6624,2,28,FALSE
6624,"2A040",94,"2A","Bocognano",0.422535211267606,0.485436893203884,0,0,0,0,0,0.316901408450704,0.194174757281553,0,0,0,0,0,0,0.0485436893203883,0,0,0,0,0,0,0.0485436893203883,0,0,0,0,0,0,0.0485436893203883,0,0,0,0,0,0,0.0485436893203883,0,0,0,0,0,"bocognano","Bocognano","bocognano",1,6625,5,28,FALSE
6625,"2A041",94,"2A","Bonifacio",0.304538799414349,0.33680342927128,0,0,0,0,0,0.175695461200586,0.159216166564605,0,0,0,0,0,0.0585651537335286,0.0551132884262094,0,0,0,0,0,0.0175695461200586,0.0183710961420698,0,0,0,0,0,0.0175695461200586,0.0428658909981629,0,0,0,0,0,0.0117130307467057,0.00612369871402327,0,0,0,0,0,"bonifacio","Bonifacio","bonifacio",1,6626,8,28,FALSE
6626,"2B042",94,"2B","Borgo",0.427147603227338,0.434017595307918,0,0,0,0,0,0.056953013763645,0.0410557184750733,0,0,0,0,0,0.0094921689606075,0.00586510263929619,0,0,0,0,0,0.0094921689606075,0.0234604105571848,0,0,0,0,0,0.0094921689606075,0.0234604105571848,0,0,0,0,0,0,0.00586510263929619,0,0,0,0,0,"borgo","Borgo","borgo",1,6627,7,28,FALSE
6627,"2B043",94,"2B","Brando",0.37037037037037,0.362659503022162,0,0,0,0,0,0.0854700854700855,0.0537273337810611,0,0,0,0,0,0.0142450142450143,0,0,0,0,0,0,0.0142450142450143,0.0134318334452653,0,0,0,0,0,0.056980056980057,0.0134318334452653,0,0,0,0,0,0.0142450142450143,0.0268636668905306,0,0,0,0,0,"brando","Brando","brando",1,6628,8,28,FALSE
6628,"2B045",94,"2B","Bustanico",1.23456790123457,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bustanico","Bustanico","bustanico",1,6629,2,28,FALSE
6629,"2B046",94,"2B","Cagnano",0.309597523219814,0.324675324675325,0,0,0,0,0,0.123839009287926,0.0649350649350649,0,0,0,0,0,0.0619195046439628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cagnano","Cagnano","cagnano",1,6630,2,28,FALSE
6630,"2B047",94,"2B","Calacuccia",1.0655737704918,0.521472392638037,0,0,0,0,0,0.46448087431694,0.184049079754601,0,0,0,0,0,0.109289617486339,0.245398773006135,0,0,0,0,0,0.163934426229508,0.0306748466257669,0,0,0,0,0,0,0.0613496932515337,0,0,0,0,0,0,0,0,0,0,0,0,"calacuccia","Calacuccia","calacuccia",1,6631,5,28,FALSE
6631,"2A048",94,"2A","Calcatoggio",0.404721753794266,0.375,0,0,0,0,0,0.134907251264756,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337268128161889,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,0,0,"calcatoggio","Calcatoggio","calcatoggio",1,6632,4,28,FALSE
6632,"2B049",94,"2B","Calenzana",0.544022906227631,0.389064143007361,0,0,0,0,0,0.0429491768074445,0.0946372239747634,0,0,0,0,0,0.0286327845382963,0.0210304942166141,0,0,0,0,0,0,0.0420609884332282,0,0,0,0,0,0.0429491768074445,0.0210304942166141,0,0,0,0,0,0,0.010515247108307,0,0,0,0,0,"calenzana","Calenzana","calenzana",1,6633,6,28,FALSE
6633,"2B050",94,"2B","Calvi",0.400768597309909,0.206957287538529,0,0,0,0,0,0.170189404337085,0.215763980625275,0,0,0,0,0,0.0603897886357398,0.0704535446939674,0,0,0,0,0,0.0384298654954708,0.0308234258036107,0,0,0,0,0,0.065879769420807,0.0132100396301189,0,0,0,0,0,0.0164699423552018,0.0132100396301189,0,0,0,0,0,"calvi","Calvi","calvi",1,6634,8,28,FALSE
6634,"2B051",94,"2B","Cambia",0.522875816993464,0.695652173913043,0,0,0,0,0,0.915032679738562,0.695652173913043,0,0,0,0,0,0,0.173913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0.130718954248366,0,0,0,0,0,0,0,0,0,0,0,0,0,"cambia","Cambia","cambia",1,6635,3,28,FALSE
6635,"2B052",94,"2B","Campana",0.303030303030303,0.476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"campana","Campana","campana",1,6636,2,28,FALSE
6636,"2B053",94,"2B","Campi",0.970873786407767,1.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"campi","Campi","campi",1,6637,2,28,FALSE
6637,"2B054",94,"2B","Campile",0.75,0.668896321070234,0,0,0,0,0,0.2,0.267558528428094,0,0,0,0,0,0.15,0.20066889632107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"campile","Campile","campile",1,6638,2,28,FALSE
6638,"2B055",94,"2B","Campitello",0.106382978723404,0.261437908496732,0,0,0,0,0,0.106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"campitello","Campitello","campitello",1,6639,2,28,FALSE
6639,"2A056",94,"2A","Campo",0.406091370558376,0,0,0,0,0,0,0.101522842639594,0.253164556962025,0,0,0,0,0,0.101522842639594,0.253164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0.101522842639594,0,0,0,0,0,0,0,0.126582278481013,0,0,0,0,0,"campo","Campo","campo",1,6640,3,28,FALSE
6640,"2B057",94,"2B","Canale-Di-Verde",1.48409893992933,0.517647058823529,0,0,0,0,0,0.212014134275618,0.141176470588235,0,0,0,0,0,0,0.0941176470588235,0,0,0,0,0,0,0.0470588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"canalediverde","Canale-di-Verde","canalediverde",1,6641,3,28,FALSE
6641,"2B058",94,"2B","Canari",0.078125,0.216919739696312,0,0,0,0,0,0,0.216919739696312,0,0,0,0,0,0.0260416666666667,0.086767895878525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433839479392625,0,0,0,0,0,0,0,0,0,0,0,0,"canari","Canari","canari",1,6642,3,28,FALSE
6642,"2B059",94,"2B","Canavaggia",0.736196319018405,0.27972027972028,0,0,0,0,0,0.122699386503067,0.13986013986014,0,0,0,0,0,0.122699386503067,0.13986013986014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"canavaggia","Canavaggia","canavaggia",1,6643,2,28,FALSE
6643,"2A060",94,"2A","Cannelle",0.27027027027027,0,0,0,0,0,0,0.27027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cannelle","Cannelle","cannelle",1,6644,1,28,FALSE
6644,"2A061",94,"2A","Carbini",0.480769230769231,0.387096774193548,0,0,0,0,0,0.769230769230769,0.774193548387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129032258064516,0,0,0,0,0,0,0,0,0,0,0,0,"carbini","Carbini","carbini",1,6645,3,28,FALSE
6645,"2A062",94,"2A","Carbuccia",0.447284345047923,0.24896265560166,0,0,0,0,0,0.255591054313099,0.49792531120332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16597510373444,0,0,0,0,0,0,0,0,0,0,0,0,"carbuccia","Carbuccia","carbuccia",1,6646,3,28,FALSE
6646,"2B063",94,"2B","Carcheto-Brustico",0.32258064516129,1.05263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0.32258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"carchetobrustico","Carcheto-Brustico","carchetobrustico",1,6647,2,28,FALSE
6647,"2A064",94,"2A","Cardo-Torgia",0.212765957446809,0,0,0,0,0,0,0.212765957446809,0.32258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cardotorgia","Cardo-Torgia","cardotorgia",1,6648,1,28,FALSE
6648,"2A065",94,"2A","Cargese",0.453686200378072,0.408163265306123,0,0,0,0,0,0.132325141776938,0.0742115027829314,0,0,0,0,0,0.0378071833648393,0.0742115027829314,0,0,0,0,0,0.0378071833648393,0,0,0,0,0,0,0,0.0185528756957328,0,0,0,0,0,0,0,0,0,0,0,0,"cargese","Cargèse","cargese",1,6649,4,28,FALSE
6649,"2A066",94,"2A","Cargiaca",0.116959064327485,0.330578512396694,0,0,0,0,0,0.233918128654971,0.495867768595041,0,0,0,0,0,0.116959064327485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cargiaca","Cargiaca","cargiaca",1,6650,2,28,FALSE
6650,"2B067",94,"2B","Carpineto",0.43010752688172,0.869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"carpineto","Carpineto","carpineto",1,6651,2,28,FALSE
6651,"2B068",94,"2B","Carticasi",0,1.40845070422535,0,0,0,0,0,0,0.28169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"carticasi","Carticasi","carticasi",1,6652,1,28,FALSE
6652,"2B069",94,"2B","Casabianca",1.05263157894737,0.821917808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"casabianca","Casabianca","casabianca",1,6653,2,28,FALSE
6653,"2A070",94,"2A","Casaglione",0.55363321799308,0,0,0,0,0,0,0.13840830449827,0,0,0,0,0,0,0,0.0829875518672199,0,0,0,0,0,0.207612456747405,0,0,0,0,0,0,0,0.0829875518672199,0,0,0,0,0,0,0,0,0,0,0,0,"casaglione","Casaglione","casaglione",1,6654,3,28,FALSE
6654,"2A071",94,"2A","Casalabriva",0.526315789473684,0.355029585798816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118343195266272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118343195266272,0,0,0,0,0,0,0,0,0,0,0,0,"casalabriva","Casalabriva","casalabriva",1,6655,3,28,FALSE
6655,"2B072",94,"2B","Casalta",0.652173913043478,0.784313725490196,0,0,0,0,0,0.217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"casalta","Casalta","casalta",1,6656,2,28,FALSE
6656,"2B073",94,"2B","Casamaccioli",0.266666666666667,0.633484162895928,0,0,0,0,0,0.16,0.452488687782805,0,0,0,0,0,0.0533333333333333,0.0904977375565611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"casamaccioli","Casamaccioli","casamaccioli",1,6657,2,28,FALSE
6657,"2B074",94,"2B","Casanova",0.50314465408805,0.62111801242236,0,0,0,0,0,0,0.124223602484472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125786163522013,0,0,0,0,0,0,0.125786163522013,0,0,0,0,0,0,"casanova","Casanova","casanova",1,6658,4,28,FALSE
6658,"2B075",94,"2B","Casevecchie",0.5,0.330578512396694,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0.165289256198347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"casevecchie","Casevecchie","casevecchie",1,6659,2,28,FALSE
