codecommune,n_cantons,has_missing_canton,canton_list,canton_primary_audit,is_multi_canton,canton
3095,3,FALSE,0306|0335|0396,0306,TRUE,split_3095
31555,16,FALSE,3133|3134|3135|3136|3140|3141|3142|3143|3144|3145|3146|3147|3148|3149|3150|3199,3133,TRUE,split_31555
3185,6,FALSE,0320|0321|0331|0332|0334|0398,0320,TRUE,split_3185
3190,3,FALSE,0323|0324|0399,0323,TRUE,split_3190
32013,5,FALSE,3202|3203|3230|3231|3299,3202,TRUE,split_32013
33063,9,FALSE,3308|3309|3310|3311|3312|3313|3314|3353|3399,3308,TRUE,split_33063
3310,3,FALSE,0329|0330|0397,0329,TRUE,split_3310
33281,3,FALSE,3351|3361|3398,3351,TRUE,split_33281
33318,3,FALSE,3335|3362|3397,3335,TRUE,split_33318
34032,5,FALSE,3404|3405|3438|3439|3498,3404,TRUE,split_34032
34172,11,FALSE,3422|3423|3424|3440|3441|3442|3443|3444|3445|3446|3499,3422,TRUE,split_34172
34301,3,FALSE,3436|3437|3497,3436,TRUE,split_34301
35115,3,FALSE,3512|3513|3597,3512,TRUE,split_35115
35238,12,FALSE,3529|3530|3531|3532|3544|3545|3546|3548|3549|3550|3551|3598,3529,TRUE,split_35238
35288,3,FALSE,3537|3539|3596,3537,TRUE,split_35288
35360,3,FALSE,3542|3543|3599,3542,TRUE,split_35360
36044,5,FALSE,3607|3624|3625|3626|3698,3607,TRUE,split_36044
36088,3,FALSE,3612|3613|3699,3612,TRUE,split_36088
37122,3,FALSE,3728|3735|3798,3728,TRUE,split_37122
37261,8,FALSE,3721|3722|3723|3725|3726|3727|3733|3799,3721,TRUE,split_37261
38053,3,FALSE,3804|3853|3894,3804,TRUE,split_38053
38151,3,FALSE,3847|3854|3895,3847,TRUE,split_38151
38169,3,FALSE,3832|3856|3896,3832,TRUE,split_38169
38185,7,FALSE,3812|3813|3814|3848|3849|3857|3898,3812,TRUE,split_38185
38421,3,FALSE,3852|3859|3897,3852,TRUE,split_38421
38544,3,FALSE,3838|3839|3899,3838,TRUE,split_38544
38567,3,FALSE,3809|3844|3893,3809,TRUE,split_38567
39198,3,FALSE,3913|3933|3996,3913,TRUE,split_39198
39300,3,FALSE,3915|3934|3997,3915,TRUE,split_39300
40088,3,FALSE,4004|4029|4097,4004,TRUE,split_40088
40192,3,FALSE,4011|4030|4098,4011,TRUE,split_40192
40313,3,FALSE,4026|4027|4099,4026,TRUE,split_40313
4070,3,FALSE,0408|0431|0497,0408,TRUE,split_4070
41018,6,FALSE,4101|4102|4125|4126|4127|4199,4101,TRUE,split_41018
4112,4,FALSE,0413|0432|0433|0498,0413,TRUE,split_4112
41194,3,FALSE,4117|4129|4197,4117,TRUE,split_41194
41269,3,FALSE,4124|4128|4198,4124,TRUE,split_41269
42187,3,FALSE,4216|4234|4298,4216,TRUE,split_42187
42207,3,FALSE,4218|4240|4297,4218,TRUE,split_42207
42218,10,FALSE,4219|4220|4221|4222|4235|4236|4237|4238|4239|4299,4219,TRUE,split_42218
43005,3,FALSE,4306|4325|4398,4306,TRUE,split_43005
43040,3,FALSE,4305|4334|4397,4305,TRUE,split_43040
43157,6,FALSE,4319|4320|4331|4332|4333|4399,4319,TRUE,split_43157
44109,12,FALSE,4420|4421|4422|4423|4424|4425|4426|4448|4449|4450|4458|4499,4420,TRUE,split_44109
44143,3,FALSE,4404|4451|4497,4404,TRUE,split_44143
44162,3,FALSE,4452|4455|4496,4452,TRUE,split_44162
44184,4,FALSE,4439|4453|4456|4498,4439,TRUE,split_44184
45234,7,FALSE,4521|4522|4523|4524|4525|4541|4599,4521,TRUE,split_45234
46042,4,FALSE,4602|4603|4631|4698,4602,TRUE,split_46042
46102,3,FALSE,4608|4609|4699,4608,TRUE,split_46102
47001,6,FALSE,4701|4702|4736|4737|4740|4799,4701,TRUE,split_47001
47157,3,FALSE,4719|4738|4798,4719,TRUE,split_47157
47323,3,FALSE,4734|4739|4797,4734,TRUE,split_47323
48095,3,FALSE,4814|4825|4899,4814,TRUE,split_48095
49007,9,FALSE,4901|4902|4903|4936|4937|4938|4939|4941|4998,4901,TRUE,split_49007
49099,4,FALSE,4912|4935|4940|4997,4912,TRUE,split_49099
49328,3,FALSE,4928|4929|4999,4928,TRUE,split_49328
50066,3,FALSE,5015|5042|5097,5015,TRUE,split_50066
50129,3,FALSE,5011|5049|5096,5011,TRUE,split_50129
5023,3,FALSE,0506|0525|0598,0506,TRUE,split_5023
50502,3,FALSE,5035|5052|5095,5035,TRUE,split_50502
50531,3,FALSE,5001|5013|5099,5001,TRUE,split_50531
5061,7,FALSE,0509|0526|0527|0528|0529|0530|0599,0509,TRUE,split_5061
50629,3,FALSE,5016|5020|5098,5016,TRUE,split_50629
51108,5,FALSE,5106|5135|5136|5143|5196,5106,TRUE,split_51108
51230,3,FALSE,5111|5137|5197,5111,TRUE,split_51230
51454,11,FALSE,5119|5120|5121|5122|5138|5139|5140|5141|5142|5144|5199,5119,TRUE,split_51454
51649,3,FALSE,5133|5134|5198,5133,TRUE,split_51649
52121,3,FALSE,5207|5229|5285,5207,TRUE,split_52121
52448,5,FALSE,5225|5230|5231|5232|5286,5225,TRUE,split_52448
53062,3,FALSE,5306|5331|5397,5306,TRUE,split_53062
53130,6,FALSE,5317|5318|5328|5329|5330|5398,5317,TRUE,split_53130
53147,3,FALSE,5320|5321|5399,5320,TRUE,split_53147
54329,3,FALSE,5417|5418|5497,5417,TRUE,split_54329
54395,5,FALSE,5419|5420|5421|5422|5498,5419,TRUE,split_54395
54528,3,FALSE,5427|5428|5499,5427,TRUE,split_54528
54547,3,FALSE,5436|5444|5496,5436,TRUE,split_54547
55029,3,FALSE,5502|5529|5592,5502,TRUE,split_55029
55545,4,FALSE,5526|5530|5531|5593,5526,TRUE,split_55545
56121,4,FALSE,5617|5618|5641|5698,5617,TRUE,split_56121
56260,4,FALSE,5637|5638|5639|5699,5637,TRUE,split_56260
57227,3,FALSE,5712|5751|5798,5712,TRUE,split_57227
57463,5,FALSE,5717|5718|5719|5746|5799,5717,TRUE,split_57463
57606,3,FALSE,5727|5749|5796,5727,TRUE,split_57606
57672,3,FALSE,5732|5752|5797,5732,TRUE,split_57672
58086,3,FALSE,5807|5831|5898,5807,TRUE,split_58086
58194,5,FALSE,5816|5828|5829|5830|5899,5816,TRUE,split_58194
59009,3,FALSE,5976|5979|5984,5976,TRUE,split_59009
59036,3,FALSE,5903|5904|5986,5903,TRUE,split_59036
59043,3,FALSE,5905|5906|5987,5905,TRUE,split_59043
59122,3,FALSE,5913|5914|5988,5913,TRUE,split_59122
59178,5,FALSE,5922|5923|5924|5977|5989,5922,TRUE,split_59178
59183,5,FALSE,5925|5926|5972|5973|5990,5925,TRUE,split_59183
59295,3,FALSE,5929|5930|5991,5929,TRUE,split_59295
59350,9,FALSE,5934|5935|5936|5937|5938|5939|5940|5941|5992,5934,TRUE,split_59350
59392,3,FALSE,5944|5945|5993,5944,TRUE,split_59392
59481,3,FALSE,5949|5950|5994,5949,TRUE,split_59481
59512,5,FALSE,5952|5953|5954|5975|5995,5952,TRUE,split_59512
59526,3,FALSE,5955|5956|5996,5955,TRUE,split_59526
59560,3,FALSE,5957|5978|5985,5957,TRUE,split_59560
59599,4,FALSE,5961|5962|5963|5997,5961,TRUE,split_59599
59606,4,FALSE,5965|5966|5967|5998,5965,TRUE,split_59606
59650,3,FALSE,5952|5953|5999,5952,TRUE,split_59650
6004,4,FALSE,0601|0635|0647|0697,0601,TRUE,split_6004
60057,4,FALSE,6003|6004|6040|6099,6003,TRUE,split_60057
60159,4,FALSE,6009|6037|6041|6097,6009,TRUE,split_60159
60175,3,FALSE,6011|6038|6098,6011,TRUE,split_60175
6027,4,FALSE,0605|0645|0648|0696,0605,TRUE,split_6027
6029,4,FALSE,0606|0636|0649|0698,0606,TRUE,split_6029
6030,3,FALSE,0634|0646|0695,0634,TRUE,split_6030
6069,3,FALSE,0610|0651|0694,0610,TRUE,split_6069
6083,3,FALSE,0613|0652|0693,0613,TRUE,split_6083
6088,15,FALSE,0614|0615|0616|0617|0632|0633|0637|0638|0639|0640|0641|0642|0643|0644|0699,0614,TRUE,split_6088
61001,4,FALSE,6101|6102|6138|6199,6101,TRUE,split_61001
61006,3,FALSE,6103|6139|6197,6103,TRUE,split_61006
61169,3,FALSE,6115|6140|6196,6115,TRUE,split_61169
61214,3,FALSE,6118|6137|6198,6118,TRUE,split_61214
62041,4,FALSE,6203|6204|6258|6296,6203,TRUE,split_62041
62119,4,FALSE,6212|6253|6270|6292,6212,TRUE,split_62119
62160,5,FALSE,6213|6214|6265|6276|6297,6213,TRUE,split_62160
62178,3,FALSE,6228|6247|6288,6228,TRUE,split_62178
62193,5,FALSE,6215|6216|6254|6266|6298,6215,TRUE,split_62193
62427,3,FALSE,6248|6274|6289,6248,TRUE,split_62427
62498,4,FALSE,6231|6249|6250|6295,6231,TRUE,split_62498
62510,3,FALSE,6232|6260|6291,6232,TRUE,split_62510
62570,3,FALSE,6252|6267|6290,6252,TRUE,split_62570
62765,4,FALSE,6241|6242|6262|6299,6241,TRUE,split_62765
63113,10,FALSE,6310|6311|6312|6313|6351|6352|6353|6354|6360|6398,6310,TRUE,split_63113
63300,3,FALSE,6333|6334|6399,6333,TRUE,split_63300
64024,3,FALSE,6442|6450|6490,6442,TRUE,split_64024
64102,4,FALSE,6406|6407|6443|6496,6406,TRUE,split_64102
64122,3,FALSE,6408|6444|6491,6408,TRUE,split_64122
64269,3,FALSE,6423|6431|6492,6423,TRUE,split_64269
64300,3,FALSE,6403|6415|6495,6403,TRUE,split_64300
64417,3,FALSE,6425|6426|6497,6425,TRUE,split_64417
64422,3,FALSE,6427|6428|6498,6427,TRUE,split_64422
64445,7,FALSE,6430|6431|6446|6447|6448|6449|6499,6430,TRUE,split_64445
65286,3,FALSE,6512|6527|6598,6512,TRUE,split_65286
65440,6,FALSE,6528|6529|6530|6531|6532|6599,6528,TRUE,split_65440
66136,10,FALSE,6608|6609|6620|6621|6622|6623|6624|6625|6626|6699,6608,TRUE,split_66136
67482,11,FALSE,6727|6728|6729|6730|6736|6737|6738|6739|6740|6741|6799,6727,TRUE,split_67482
68066,3,FALSE,6804|6828|6898,6804,TRUE,split_68066
68224,5,FALSE,6816|6817|6829|6830|6899,6816,TRUE,split_68224
69123,14,FALSE,6911|6912|6913|6914|6915|6916|6917|6918|6919|6920|6921|6922|6936|6999,6911,TRUE,split_69123
69259,3,FALSE,6941|6942|6997,6941,TRUE,split_69259
69266,4,FALSE,6933|6934|6947|6998,6933,TRUE,split_69266
70004,3,FALSE,7023|7031|7093,7023,TRUE,split_70004
7010,3,FALSE,0701|0732|0799,0701,TRUE,split_7010
70285,3,FALSE,7011|7030|7094,7011,TRUE,split_70285
70310,3,FALSE,7013|7031|7095,7013,TRUE,split_70310
70550,3,FALSE,7026|7029|7096,7026,TRUE,split_70550
71014,3,FALSE,7101|7152|7195,7101,TRUE,split_71014
71076,5,FALSE,7106|7107|7153|7157|7198,7106,TRUE,split_71076
71153,3,FALSE,7114|7154|7196,7114,TRUE,split_71153
71270,4,FALSE,7126|7127|7155|7199,7126,TRUE,split_71270
71306,3,FALSE,7131|7156|7197,7131,TRUE,split_71306
72181,10,FALSE,7219|7220|7221|7234|7235|7236|7237|7238|7239|7299,7219,TRUE,split_72181
73008,4,FALSE,7303|7332|7335|7397,7303,TRUE,split_73008
73011,3,FALSE,7305|7330|7398,7305,TRUE,split_73011
73065,5,FALSE,7309|7310|7331|7336|7399,7309,TRUE,split_73065
74010,4,FALSE,7403|7404|7429|7499,7403,TRUE,split_74010
74012,3,FALSE,7405|7431|7496,7405,TRUE,split_74012
74281,3,FALSE,7427|7434|7495,7427,TRUE,split_74281
75056,21,FALSE,7515|7516|7517|7518|7519|7520|7521|7522|7523|7524|7525|7526|7527|7528|7529|7530|7531|7532|7533|7534|7599,7515,TRUE,split_75056
76217,3,FALSE,7614|7662|7695,7614,TRUE,split_76217
76322,3,FALSE,7626|7664|7694,7626,TRUE,split_76322
76351,10,FALSE,7627|7629|7630|7631|7632|7656|7657|7658|7659|7698,7627,TRUE,split_76351
76540,8,FALSE,7642|7643|7644|7645|7646|7647|7668|7699,7642,TRUE,split_76540
76575,3,FALSE,7651|7669|7693,7651,TRUE,split_76575
76681,3,FALSE,7651|7670|7692,7651,TRUE,split_76681
77108,3,FALSE,7730|7736|7797,7730,TRUE,split_77108
77284,3,FALSE,7717|7731|7798,7717,TRUE,split_77284
77288,3,FALSE,7718|7719|7799,7718,TRUE,split_77288
78498,3,FALSE,7816|7817|7897,7816,TRUE,split_78498
78551,3,FALSE,7820|7821|7898,7820,TRUE,split_78551
78646,4,FALSE,7826|7827|7829|7899,7826,TRUE,split_78646
79014,3,FALSE,7902|7932|7997,7902,TRUE,split_79014
79191,4,FALSE,7920|7921|7933|7998,7920,TRUE,split_79191
79270,3,FALSE,7925|7926|7999,7925,TRUE,split_79270
79329,3,FALSE,7931|7932|7995,7931,TRUE,split_79329
80001,3,FALSE,8001|8002|8098,8001,TRUE,split_80001
80021,9,FALSE,8007|8008|8009|8010|8042|8043|8044|8045|8099,8007,TRUE,split_80021
81004,7,FALSE,8102|8137|8138|8143|8144|8145|8196,8102,TRUE,split_81004
8105,6,FALSE,0805|0815|0832|0833|0837|0898,0805,TRUE,split_8105
81060,3,FALSE,8106|8139|8197,8106,TRUE,split_81060
81065,5,FALSE,8108|8140|8141|8146|8198,8108,TRUE,split_81065
81163,3,FALSE,8119|8142|8199,8119,TRUE,split_81163
82033,3,FALSE,8204|8225|8297,8204,TRUE,split_82033
82112,3,FALSE,8211|8226|8298,8211,TRUE,split_82112
82121,7,FALSE,8215|8216|8227|8228|8229|8230|8299,8215,TRUE,split_82121
83069,4,FALSE,8315|8336|8343|8397,8315,TRUE,split_83069
83126,3,FALSE,8324|8338|8398,8324,TRUE,split_83126
83137,10,FALSE,8327|8328|8329|8330|8331|8332|8333|8334|8335|8399,8327,TRUE,split_83137
84007,5,FALSE,8402|8403|8423|8424|8497,8402,TRUE,split_84007
84031,3,FALSE,8409|8410|8498,8409,TRUE,split_84031
84087,3,FALSE,8416|8417|8499,8416,TRUE,split_84087
8409,4,FALSE,0826|0827|0836|0899,0826,TRUE,split_8409
85191,3,FALSE,8523|8531|8598,8523,TRUE,split_85191
86066,4,FALSE,8603|8632|8638|8697,8603,TRUE,split_86066
86194,8,FALSE,8621|8622|8633|8634|8635|8636|8637|8699,8621,TRUE,split_86194
87085,17,FALSE,8711|8712|8713|8714|8730|8731|8732|8733|8734|8735|8736|8737|8739|8740|8741|8742|8799,8711,TRUE,split_87085
87154,3,FALSE,8724|8738|8798,8724,TRUE,split_87154
88160,3,FALSE,8812|8830|8899,8812,TRUE,split_88160
88413,3,FALSE,8824|8831|8898,8824,TRUE,split_88413
89024,6,FALSE,8903|8904|8938|8941|8942|8998,8903,TRUE,split_89024
89263,3,FALSE,8928|8941|8995,8928,TRUE,split_89263
89387,4,FALSE,8929|8930|8940|8999,8929,TRUE,split_89387
90010,6,FALSE,9001|9007|9008|9009|9014|9099,9001,TRUE,split_90010
91174,3,FALSE,9106|9137|9196,9106,TRUE,split_91174
91228,3,FALSE,9110|9139|9197,9110,TRUE,split_91228
91377,3,FALSE,9115|9142|9198,9115,TRUE,split_91377
91589,3,FALSE,9126|9141|9199,9126,TRUE,split_91589
92002,3,FALSE,9201|9209|9287,9201,TRUE,split_92002
92004,3,FALSE,9202|9203|9288,9202,TRUE,split_92004
92012,4,FALSE,9206|9207|9208|9289,9206,TRUE,split_92012
92019,3,FALSE,9236|9241|9285,9236,TRUE,split_92019
92023,3,FALSE,9212|9232|9290,9212,TRUE,split_92023
92024,3,FALSE,9213|9223|9291,9213,TRUE,split_92024
92025,4,FALSE,9214|9215|9242|9292,9214,TRUE,split_92025
92026,3,FALSE,9216|9217|9293,9216,TRUE,split_92026
92036,3,FALSE,9220|9244|9286,9220,TRUE,split_92036
92040,3,FALSE,9221|9222|9294,9221,TRUE,split_92040
92044,3,FALSE,9223|9224|9295,9223,TRUE,split_92044
92048,3,FALSE,9222|9226|9296,9222,TRUE,split_92048
92050,4,FALSE,9228|9229|9245|9297,9228,TRUE,split_92050
92051,3,FALSE,9230|9231|9298,9230,TRUE,split_92051
92063,3,FALSE,9218|9234|9299,9218,TRUE,split_92063
9225,3,FALSE,0912|0922|0999,0912,TRUE,split_9225
93001,3,FALSE,9301|9302|9392,9301,TRUE,split_93001
93005,3,FALSE,9303|9304|9393,9303,TRUE,split_93005
93010,3,FALSE,9308|9335|9394,9308,TRUE,split_93010
93029,3,FALSE,9309|9311|9395,9309,TRUE,split_93029
93048,4,FALSE,9316|9317|9336|9396,9316,TRUE,split_93048
93055,3,FALSE,9321|9338|9397,9321,TRUE,split_93055
93066,4,FALSE,9327|9328|9329|9398,9327,TRUE,split_93066
93070,3,FALSE,9329|9330|9399,9329,TRUE,split_93070
94002,3,FALSE,9401|9440|9486,9401,TRUE,split_94002
94017,5,FALSE,9404|9406|9435|9441|9494,9404,TRUE,split_94017
94028,4,FALSE,9410|9436|9443|9490,9410,TRUE,split_94028
94033,3,FALSE,9411|9430|9491,9411,TRUE,split_94033
94037,3,FALSE,9416|9434|9487,9416,TRUE,split_94037
94041,3,FALSE,9413|9414|9495,9413,TRUE,split_94041
94046,3,FALSE,9417|9418|9496,9417,TRUE,split_94046
94068,4,FALSE,9423|9424|9445|9497,9423,TRUE,split_94068
94076,3,FALSE,9427|9448|9493,9427,TRUE,split_94076
94078,3,FALSE,9429|9447|9488,9429,TRUE,split_94078
94080,3,FALSE,9431|9439|9498,9431,TRUE,split_94080
94081,4,FALSE,9432|9433|9449|9499,9432,TRUE,split_94081
95018,4,FALSE,9501|9502|9536|9599,9501,TRUE,split_95018
95127,3,FALSE,9529|9537|9596,9529,TRUE,split_95127
95268,3,FALSE,9512|9538|9597,9512,TRUE,split_95268
95585,3,FALSE,9523|9533|9598,9523,TRUE,split_95585
97101,6,FALSE,97101|97102|97137|97138|97139|97193,97101,TRUE,split_97101
97105,3,FALSE,97105|97106|97194,97105,TRUE,split_97105
97107,3,FALSE,97108|97140|97190,97108,TRUE,split_97107
97113,3,FALSE,97111|97141|97191,97111,TRUE,split_97113
97116,3,FALSE,97114|97115|97195,97114,TRUE,split_97116
97117,3,FALSE,97116|97117|97196,97116,TRUE,split_97117
97118,3,FALSE,97118|97143|97192,97118,TRUE,split_97118
97120,4,FALSE,97120|97121|97122|97197,97120,TRUE,split_97120
97127,3,FALSE,97129|97144|97189,97129,TRUE,split_97127
97128,3,FALSE,97130|97131|97198,97130,TRUE,split_97128
97129,3,FALSE,97132|97133|97199,97132,TRUE,split_97129
97209,11,FALSE,97209|97210|97211|97212|97237|97238|97239|97240|97241|97242|97299,97209,TRUE,split_97209
97210,3,FALSE,97213|97243|97294,97213,TRUE,split_97210
97213,4,FALSE,97216|97244|97245|97295,97216,TRUE,split_97213
97222,3,FALSE,97226|97246|97296,97226,TRUE,split_97222
97228,3,FALSE,97232|97247|97297,97232,TRUE,split_97228
97229,3,FALSE,97233|97248|97298,97233,TRUE,split_97229
97302,7,FALSE,97302|97303|97304|97305|97317|97318|97399,97302,TRUE,split_97302
97407,3,FALSE,97407|97437|97491,97407,TRUE,split_97407
97409,4,FALSE,97409|97410|97448|97492,97409,TRUE,split_97409
97410,3,FALSE,97411|97445|97490,97411,TRUE,split_97410
97411,10,FALSE,97412|97413|97414|97415|97438|97439|97440|97441|97442|97493,97412,TRUE,split_97411
97412,3,FALSE,97416|97417|97494,97416,TRUE,split_97412
97413,3,FALSE,97418|97419|97495,97418,TRUE,split_97413
97414,4,FALSE,97420|97421|97422|97496,97420,TRUE,split_97414
97415,6,FALSE,97423|97424|97425|97446|97447|97497,97423,TRUE,split_97415
97416,5,FALSE,97427|97428|97429|97443|97498,97427,TRUE,split_97416
97422,5,FALSE,97434|97435|97444|97449|97499,97434,TRUE,split_97422
